TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
5013;5128;05;A;   4;220101; 6;s;15;  359;s;  369;s;    2;s;    2;s;  353;s;  336;s;   16;s;    1;s;    4;s;    0;s;    1;s;    1;s;    1;s;    0;s;  365;s;  349;s;   16;s;    0;s;    2;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;16;  338;s;  342;s;    1;s;    1;s;  334;s;  315;s;   19;s;    0;s;    3;s;    0;s;    1;s;    0;s;    0;s;    0;s;  337;s;  323;s;   14;s;    0;s;    4;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;17;  317;s;  349;s;    1;s;    1;s;  314;s;  297;s;   17;s;    0;s;    2;s;    0;s;    1;s;    0;s;    0;s;    0;s;  345;s;  334;s;   11;s;    0;s;    3;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;18;  289;s;  321;s;    1;s;    1;s;  286;s;  274;s;   12;s;    0;s;    2;s;    0;s;    1;s;    0;s;    0;s;    0;s;  318;s;  305;s;   12;s;    1;s;    2;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;19;  257;s;  250;s;    1;s;    0;s;  255;s;  246;s;    9;s;    0;s;    1;s;    0;s;    0;s;    1;s;    1;s;    0;s;  248;s;  236;s;   12;s;    0;s;    2;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;20;  185;s;  177;s;    1;s;    1;s;  182;s;  174;s;    8;s;    0;s;    2;s;    0;s;    1;s;    0;s;    0;s;    0;s;  175;s;  165;s;   10;s;    0;s;    1;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;21;  146;s;  139;s;    1;s;    0;s;  145;s;  141;s;    4;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s;  138;s;  133;s;    5;s;    0;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;22;  124;s;   99;s;    0;s;    1;s;  123;s;  116;s;    7;s;    0;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s;   98;s;   92;s;    6;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;23;   95;s;   72;s;    1;s;    0;s;   94;s;   90;s;    4;s;    0;s;    0;s;    0;s;    0;s;    1;s;    1;s;    0;s;   72;s;   69;s;    3;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220101; 6;s;24;   71;s;   59;s;    1;s;    0;s;   69;s;   67;s;    2;s;    0;s;    1;s;    0;s;    0;s;    1;s;    1;s;    0;s;   58;s;   53;s;    5;s;    0;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;01;   43;s;   40;s;    0;s;    0;s;   43;s;   42;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;   40;s;   38;s;    2;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;02;   38;s;   25;s;    0;s;    0;s;   38;s;   36;s;    2;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;   25;s;   24;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;03;   26;s;   17;s;    1;s;    0;s;   25;s;   24;s;    1;s;    0;s;    0;s;    0;s;    0;s;    1;s;    1;s;    0;s;   17;s;   17;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;04;   20;s;   16;s;    1;s;    0;s;   19;s;   18;s;    1;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s;   16;s;   15;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;05;   19;s;   19;s;    0;s;    0;s;   19;s;   18;s;    1;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;   19;s;   19;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;06;   28;s;   31;s;    1;s;    0;s;   27;s;   23;s;    4;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s;   31;s;   27;s;    4;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;07;   32;s;   35;s;    1;s;    1;s;   31;s;   30;s;    1;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s;   34;s;   33;s;    1;s;    0;s;    0;s;    0;s;    0;s;    1;s;    1;s;    0;s
5013;5128;05;A;   4;220102; 7;s;08;   45;s;   38;s;    1;s;    0;s;   44;s;   41;s;    3;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s;   38;s;   35;s;    3;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;09;   76;s;   61;s;    2;s;    1;s;   74;s;   70;s;    4;s;    0;s;    0;s;    0;s;    2;s;    0;s;    0;s;    0;s;   60;s;   55;s;    5;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;10;  126;s;  121;s;    1;s;    2;s;  125;s;  117;s;    8;s;    0;s;    0;s;    0;s;    1;s;    0;s;    0;s;    0;s;  119;s;  108;s;   11;s;    0;s;    0;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;11;  225;s;  243;s;    2;s;    2;s;  219;s;  205;s;   14;s;    0;s;    4;s;    0;s;    2;s;    0;s;    0;s;    0;s;  238;s;  224;s;   14;s;    0;s;    3;s;    0;s;    1;s;    1;s;    1;s;    0;s
5013;5128;05;A;   4;220102; 7;s;12;  352;s;  413;s;    3;s;    3;s;  345;s;  330;s;   15;s;    0;s;    4;s;    0;s;    3;s;    0;s;    0;s;    0;s;  403;s;  391;s;   12;s;    0;s;    7;s;    0;s;    3;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;13;  400;s;  456;s;    2;s;    2;s;  395;s;  368;s;   27;s;    0;s;    3;s;    0;s;    1;s;    1;s;    1;s;    0;s;  452;s;  432;s;   20;s;    0;s;    2;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;14;  445;s;  501;s;    2;s;    2;s;  438;s;  412;s;   26;s;    0;s;    5;s;    0;s;    2;s;    0;s;    0;s;    0;s;  492;s;  466;s;   26;s;    0;s;    7;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;15;  472;s;  496;s;    3;s;    2;s;  464;s;  442;s;   21;s;    1;s;    5;s;    0;s;    2;s;    1;s;    1;s;    0;s;  492;s;  471;s;   21;s;    0;s;    2;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;16;  426;s;  476;s;    2;s;    2;s;  420;s;  396;s;   24;s;    0;s;    4;s;    0;s;    1;s;    1;s;    1;s;    0;s;  468;s;  449;s;   19;s;    0;s;    6;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;17;  406;s;  504;s;    3;s;    2;s;  401;s;  380;s;   21;s;    0;s;    2;s;    0;s;    2;s;    1;s;    1;s;    0;s;  497;s;  481;s;   16;s;    0;s;    5;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;18;  374;s;  475;s;    1;s;    2;s;  370;s;  355;s;   15;s;    0;s;    3;s;    0;s;    1;s;    0;s;    0;s;    0;s;  469;s;  451;s;   17;s;    1;s;    4;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;19;  346;s;  389;s;    3;s;    2;s;  341;s;  328;s;   13;s;    0;s;    2;s;    0;s;    1;s;    2;s;    2;s;    0;s;  384;s;  365;s;   19;s;    0;s;    3;s;    0;s;    1;s;    1;s;    1;s;    0;s
5013;5128;05;A;   4;220102; 7;s;20;  264;s;  270;s;    2;s;    1;s;  260;s;  249;s;   11;s;    0;s;    2;s;    0;s;    1;s;    1;s;    1;s;    0;s;  266;s;  251;s;   15;s;    0;s;    3;s;    0;s;    1;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;21;  216;s;  243;s;    2;s;    0;s;  213;s;  207;s;    6;s;    0;s;    1;s;    0;s;    1;s;    1;s;    1;s;    0;s;  241;s;  232;s;    9;s;    0;s;    2;s;    0;s;    0;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;22;  156;s;  162;s;    2;s;    2;s;  153;s;  144;s;    9;s;    0;s;    1;s;    0;s;    1;s;    1;s;    1;s;    0;s;  160;s;  151;s;    9;s;    0;s;    0;s;    0;s;    2;s;    0;s;    0;s;    0;s
5013;5128;05;A;   4;220102; 7;s;23;  112;s;   93;s;    3;s;    2;s;  109;s;  104;s;    5;s;    0;s;    0;s;    0;s;    1;s;    2;s;    2;s;    0;s;   90;s;   87;s;    3;s;    0;s;    1;s;    0;s;    1;s;    1;s;    1;s;    0;s
5013;5128;05;A;   4;220102; 7;s;24;   73;s;   66;s;    5;s;    3;s;   67;s;   65;s;    2;s;    0;s;    1;s;    0;s;    0;s;    5;s;    4;s;    0;s;   62;s;   57;s;    5;s;    0;s;    1;s;    0;s;    0;s;    3;s;    1;s;    0;s
5013;5128;05;A;   4;220103; 1;u;01;   59;s;   45;s;    6;s;    6;s;   53;s;   49;s;    4;s;    0;s;    0;s;    0;s;    1;s;    5;s;    5;s;    0;s;   39;s;   36;s;    3;s;    0;s;    0;s;    0;s;    0;s;    6;s;    4;s;    0;s
5013;5128;05;A;   4;220103; 1;u;02;   46;s;   42;s;    8;s;   11;s;   38;s;   34;s;    4;s;    0;s;    0;s;    0;s;    0;s;    8;s;    6;s;    0;s;   31;s;   24;s;    7;s;    0;s;    0;s;    0;s;    0;s;   11;s;   10;s;    0;s
5013;5128;05;A;   4;220103; 1;u;03;   38;s;   31;s;    8;s;   11;s;   30;s;   24;s;    6;s;    0;s;    0;s;    0;s;    1;s;    7;s;    7;s;    0;s;   20;s;   17;s;    3;s;    0;s;    0;s;    0;s;    2;s;    9;s;    8;s;    0;s
5013;5128;05;A;   4;220103; 1;u;04;   44;s;   34;s;   13;s;   18;s;   31;s;   27;s;    4;s;    0;s;    0;s;    0;s;    3;s;   10;s;    9;s;    0;s;   16;s;   12;s;    4;s;    0;s;    0;s;    0;s;    4;s;   14;s;   13;s;    0;s
5013;5128;05;A;   4;220103; 1;u;05;   61;s;   78;s;   20;s;   29;s;   41;s;   34;s;    7;s;    0;s;    0;s;    0;s;   11;s;    9;s;    8;s;    0;s;   49;s;   44;s;    5;s;    0;s;    0;s;    0;s;    6;s;   23;s;   21;s;    0;s
5013;5128;05;A;   4;220103; 1;u;06;  170;s;  249;s;   37;s;   44;s;  133;s;  108;s;   25;s;    0;s;    0;s;    0;s;   12;s;   25;s;   19;s;    0;s;  205;s;  179;s;   24;s;    2;s;    0;s;    0;s;   12;s;   32;s;   28;s;    0;s
5013;5128;05;A;   4;220103; 1;u;07;  301;s;  399;s;   42;s;   45;s;  258;s;  243;s;   15;s;    0;s;    1;s;    1;s;    7;s;   34;s;   28;s;    0;s;  352;s;  318;s;   33;s;    1;s;    2;s;    0;s;   12;s;   33;s;   25;s;    0;s
5013;5128;05;A;   4;220103; 1;u;08;  456;s;  430;s;   55;s;   47;s;  399;s;  368;s;   30;s;    1;s;    2;s;    0;s;   16;s;   39;s;   33;s;    0;s;  380;s;  330;s;   48;s;    2;s;    3;s;    1;s;   14;s;   32;s;   24;s;    0;s
5013;5128;05;A;   4;220103; 1;u;09;  375;s;  391;s;   54;s;   61;s;  321;s;  282;s;   38;s;    1;s;    0;s;    0;s;   13;s;   41;s;   34;s;    0;s;  327;s;  289;s;   38;s;    0;s;    3;s;    0;s;   15;s;   46;s;   36;s;    0;s
5013;5128;05;A;   4;220103; 1;u;10;  352;s;  391;s;   54;s;   70;s;  294;s;  247;s;   47;s;    0;s;    4;s;    0;s;   17;s;   37;s;   31;s;    0;s;  318;s;  273;s;   45;s;    0;s;    3;s;    0;s;   19;s;   51;s;   42;s;    0;s
5013;5128;05;A;   4;220103; 1;u;11;  388;s;  415;s;   55;s;   77;s;  329;s;  273;s;   53;s;    3;s;    4;s;    1;s;   15;s;   39;s;   32;s;    0;s;  336;s;  284;s;   52;s;    0;s;    2;s;    0;s;   26;s;   51;s;   45;s;    0;s
5013;5128;05;A;   4;220103; 1;u;12;  407;s;  447;s;   59;s;   76;s;  344;s;  293;s;   51;s;    0;s;    4;s;    0;s;   15;s;   44;s;   37;s;    0;s;  367;s;  304;s;   63;s;    0;s;    4;s;    0;s;   20;s;   56;s;   45;s;    0;s
5013;5128;05;A;   4;220103; 1;u;13;  459;s;  464;s;   53;s;   85;s;  402;s;  330;s;   72;s;    0;s;    4;s;    0;s;   12;s;   41;s;   36;s;    0;s;  374;s;  313;s;   61;s;    0;s;    5;s;    0;s;   28;s;   57;s;   50;s;    0;s
5013;5128;05;A;   4;220103; 1;u;14;  498;s;  447;s;   54;s;   66;s;  439;s;  373;s;   65;s;    1;s;    5;s;    0;s;   11;s;   43;s;   35;s;    0;s;  378;s;  326;s;   52;s;    0;s;    3;s;    0;s;   20;s;   46;s;   41;s;    0;s
5013;5128;05;A;   4;220103; 1;u;15;  543;s;  459;s;   52;s;   68;s;  487;s;  431;s;   56;s;    0;s;    4;s;    1;s;   13;s;   38;s;   32;s;    0;s;  389;s;  333;s;   56;s;    0;s;    2;s;    0;s;   18;s;   50;s;   46;s;    0;s
5013;5128;05;A;   4;220103; 1;u;16;  554;s;  473;s;   43;s;   63;s;  509;s;  447;s;   60;s;    2;s;    2;s;    0;s;    9;s;   34;s;   29;s;    0;s;  408;s;  352;s;   54;s;    2;s;    2;s;    1;s;   19;s;   43;s;   37;s;    0;s
5013;5128;05;A;   4;220103; 1;u;17;  593;s;  481;s;   38;s;   53;s;  548;s;  457;s;   90;s;    1;s;    7;s;    0;s;   10;s;   28;s;   22;s;    0;s;  423;s;  375;s;   47;s;    1;s;    5;s;    0;s;   12;s;   41;s;   36;s;    0;s
5013;5128;05;A;   4;220103; 1;u;18;  515;s;  460;s;   35;s;   44;s;  477;s;  433;s;   43;s;    1;s;    3;s;    0;s;    9;s;   26;s;   22;s;    0;s;  414;s;  380;s;   34;s;    0;s;    2;s;    0;s;    5;s;   39;s;   35;s;    0;s
5013;5128;05;A;   4;220103; 1;u;19;  421;s;  330;s;   27;s;   33;s;  391;s;  361;s;   29;s;    1;s;    3;s;    0;s;    2;s;   25;s;   21;s;    0;s;  296;s;  276;s;   19;s;    1;s;    1;s;    0;s;    5;s;   28;s;   24;s;    0;s
5013;5128;05;A;   4;220103; 1;u;20;  294;s;  239;s;   31;s;   26;s;  262;s;  244;s;   17;s;    1;s;    1;s;    0;s;    3;s;   28;s;   25;s;    0;s;  212;s;  197;s;   15;s;    0;s;    1;s;    0;s;    6;s;   20;s;   17;s;    0;s
5013;5128;05;A;   4;220103; 1;u;21;  226;s;  171;s;   27;s;   17;s;  197;s;  177;s;   20;s;    0;s;    2;s;    0;s;    2;s;   25;s;   20;s;    0;s;  153;s;  140;s;   13;s;    0;s;    1;s;    0;s;    3;s;   14;s;   12;s;    0;s
5013;5128;05;A;   4;220103; 1;u;22;  168;s;  126;s;   23;s;   17;s;  145;s;  132;s;   13;s;    0;s;    0;s;    0;s;    3;s;   20;s;   17;s;    0;s;  109;s;  102;s;    7;s;    0;s;    0;s;    0;s;    2;s;   15;s;   12;s;    0;s
5013;5128;05;A;   4;220103; 1;u;23;  140;s;   91;s;   20;s;   19;s;  120;s;  111;s;    9;s;    0;s;    0;s;    0;s;    7;s;   13;s;   11;s;    0;s;   72;s;   68;s;    4;s;    0;s;    0;s;    0;s;    3;s;   16;s;   13;s;    0;s
5013;5128;05;A;   4;220103; 1;u;24;   76;s;   63;s;   10;s;   19;s;   66;s;   63;s;    3;s;    0;s;    0;s;    0;s;    0;s;   10;s;    9;s;    0;s;   44;s;   40;s;    4;s;    0;s;    0;s;    0;s;    0;s;   19;s;   15;s;    0;s
5013;5128;05;A;   4;220104; 2;u;01;   67;s;   49;s;   14;s;   22;s;   53;s;   42;s;   11;s;    0;s;    0;s;    2;s;    0;s;   12;s;   11;s;    0;s;   27;s;   26;s;    1;s;    0;s;    0;s;    0;s;    3;s;   19;s;   19;s;    0;s
5013;5128;05;A;   4;220104; 2;u;02;   41;s;   47;s;   12;s;   23;s;   29;s;   25;s;    4;s;    0;s;    0;s;    0;s;    3;s;    9;s;    7;s;    0;s;   24;s;   17;s;    7;s;    0;s;    0;s;    0;s;    0;s;   23;s;   20;s;    0;s
5013;5128;05;A;   4;220104; 2;u;03;   41;s;   46;s;   18;s;   27;s;   23;s;   16;s;    7;s;    0;s;    0;s;    0;s;    6;s;   12;s;   12;s;    0;s;   19;s;   11;s;    8;s;    0;s;    0;s;    0;s;    2;s;   25;s;   25;s;    0;s
5013;5128;05;A;   4;220104; 2;u;04;   39;s;   58;s;   16;s;   33;s;   23;s;   17;s;    6;s;    0;s;    0;s;    0;s;    7;s;    9;s;    7;s;    0;s;   25;s;   21;s;    4;s;    0;s;    0;s;    0;s;   12;s;   21;s;   19;s;    0;s
5013;5128;05;A;   4;220104; 2;u;05;   70;s;   84;s;   27;s;   34;s;   43;s;   28;s;   15;s;    0;s;    0;s;    0;s;   14;s;   13;s;   13;s;    0;s;   50;s;   37;s;   13;s;    0;s;    0;s;    0;s;   13;s;   21;s;   18;s;    0;s
5013;5128;05;A;   4;220104; 2;u;06;  159;s;  249;s;   48;s;   60;s;  111;s;   92;s;   19;s;    0;s;    0;s;    0;s;    9;s;   39;s;   32;s;    0;s;  189;s;  171;s;   18;s;    0;s;    0;s;    0;s;   14;s;   46;s;   35;s;    0;s
5013;5128;05;A;   4;220104; 2;u;07;  301;s;  401;s;   71;s;   67;s;  230;s;  218;s;   12;s;    0;s;    0;s;    1;s;   16;s;   54;s;   43;s;    0;s;  334;s;  302;s;   32;s;    0;s;    0;s;    0;s;   17;s;   50;s;   42;s;    0;s
5013;5128;05;A;   4;220104; 2;u;08;  479;s;  458;s;   74;s;   74;s;  405;s;  366;s;   38;s;    1;s;    0;s;    0;s;   18;s;   56;s;   48;s;    0;s;  383;s;  331;s;   52;s;    0;s;    1;s;    1;s;   19;s;   54;s;   40;s;    0;s
5013;5128;05;A;   4;220104; 2;u;09;  410;s;  460;s;   64;s;   87;s;  344;s;  309;s;   35;s;    0;s;    2;s;    1;s;   17;s;   46;s;   40;s;    0;s;  372;s;  326;s;   46;s;    0;s;    1;s;    0;s;   24;s;   63;s;   47;s;    0;s
5013;5128;05;A;   4;220104; 2;u;10;  390;s;  440;s;   62;s;   96;s;  325;s;  271;s;   54;s;    0;s;    3;s;    0;s;   21;s;   41;s;   33;s;    0;s;  340;s;  299;s;   41;s;    0;s;    4;s;    0;s;   22;s;   74;s;   62;s;    0;s
5013;5128;05;A;   4;220104; 2;u;11;  409;s;  461;s;   68;s;  107;s;  338;s;  292;s;   45;s;    1;s;    3;s;    0;s;   17;s;   51;s;   44;s;    0;s;  352;s;  306;s;   46;s;    0;s;    2;s;    0;s;   29;s;   78;s;   64;s;    0;s
5013;5128;05;A;   4;220104; 2;u;12;  464;s;  445;s;   79;s;   98;s;  380;s;  320;s;   60;s;    0;s;    5;s;    0;s;   22;s;   57;s;   46;s;    0;s;  344;s;  290;s;   54;s;    0;s;    3;s;    0;s;   30;s;   68;s;   57;s;    0;s
5013;5128;05;A;   4;220104; 2;u;13;  493;s;  444;s;   83;s;   89;s;  405;s;  339;s;   66;s;    0;s;    5;s;    1;s;   19;s;   63;s;   54;s;    0;s;  351;s;  308;s;   43;s;    0;s;    4;s;    0;s;   20;s;   69;s;   58;s;    0;s
5013;5128;05;A;   4;220104; 2;u;14;  508;s;  425;s;   67;s;   79;s;  439;s;  364;s;   75;s;    0;s;    2;s;    1;s;   20;s;   46;s;   37;s;    0;s;  342;s;  292;s;   50;s;    0;s;    4;s;    0;s;   22;s;   57;s;   49;s;    0;s
5013;5128;05;A;   4;220104; 2;u;15;  546;s;  483;s;   63;s;   86;s;  481;s;  418;s;   62;s;    1;s;    2;s;    0;s;   15;s;   48;s;   36;s;    0;s;  394;s;  341;s;   53;s;    0;s;    3;s;    0;s;   18;s;   68;s;   59;s;    0;s
5013;5128;05;A;   4;220104; 2;u;16;  585;s;  487;s;   59;s;   80;s;  518;s;  463;s;   55;s;    0;s;    8;s;    0;s;   11;s;   48;s;   39;s;    0;s;  404;s;  349;s;   54;s;    1;s;    3;s;    1;s;   22;s;   57;s;   49;s;    0;s
5013;5128;05;A;   4;220104; 2;u;17;  658;s;  507;s;   53;s;   54;s;  601;s;  524;s;   75;s;    2;s;    4;s;    0;s;   13;s;   40;s;   32;s;    0;s;  450;s;  395;s;   55;s;    0;s;    3;s;    0;s;   10;s;   44;s;   39;s;    0;s
5013;5128;05;A;   4;220104; 2;u;18;  658;s;  471;s;   40;s;   52;s;  616;s;  563;s;   53;s;    0;s;    2;s;    0;s;    3;s;   37;s;   33;s;    0;s;  418;s;  384;s;   34;s;    0;s;    1;s;    0;s;    9;s;   43;s;   39;s;    0;s
5013;5128;05;A;   4;220104; 2;u;19;  537;s;  379;s;   32;s;   41;s;  500;s;  463;s;   36;s;    1;s;    5;s;    0;s;    4;s;   28;s;   27;s;    0;s;  335;s;  308;s;   26;s;    1;s;    3;s;    1;s;    7;s;   33;s;   28;s;    0;s
