TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4408;5116;05;A;  42;220101; 6;s;11;  439;s;  335;s;    8;s;    5;s;  425;s;  393;s;   32;s;    0;s;    5;s;    0;s;    2;s;    6;s;    5;s;    1;s;  324;s;  307;s;   17;s;    0;s;    5;s;    0;s;    2;s;    3;s;    2;s;    1;s
4408;5116;05;A;  42;220101; 6;s;12;  753;s;  605;s;   12;s;    7;s;  732;s;  683;s;   47;s;    2;s;    6;s;    0;s;    4;s;    8;s;    7;s;    3;s;  592;s;  553;s;   38;s;    1;s;    4;s;    0;s;    3;s;    4;s;    4;s;    2;s
4408;5116;05;A;  42;220101; 6;s;13; 1101;s;  931;s;    8;s;    7;s; 1079;s; 1010;s;   68;s;    1;s;    9;s;    0;s;    4;s;    4;s;    4;s;    5;s;  914;s;  859;s;   52;s;    3;s;    9;s;    0;s;    3;s;    4;s;    4;s;    1;s
4408;5116;05;A;  42;220101; 6;s;14; 1309;s; 1227;s;   13;s;    8;s; 1282;s; 1213;s;   68;s;    1;s;   10;s;    0;s;    8;s;    5;s;    5;s;    4;s; 1203;s; 1126;s;   74;s;    3;s;   10;s;    0;s;    3;s;    5;s;    4;s;    6;s
4408;5116;05;A;  42;220101; 6;s;15; 1466;s; 1407;s;   10;s;   12;s; 1439;s; 1361;s;   76;s;    2;s;   11;s;    0;s;    5;s;    5;s;    4;s;    6;s; 1383;s; 1295;s;   84;s;    4;s;    7;s;    0;s;    6;s;    6;s;    6;s;    5;s
4408;5116;05;A;  42;220101; 6;s;16; 1408;s; 1395;s;    8;s;    5;s; 1384;s; 1295;s;   88;s;    1;s;   11;s;    0;s;    5;s;    3;s;    3;s;    5;s; 1378;s; 1293;s;   81;s;    4;s;    8;s;    0;s;    2;s;    3;s;    3;s;    4;s
4408;5116;05;A;  42;220101; 6;s;17; 1392;s; 1356;s;    8;s;    7;s; 1365;s; 1285;s;   77;s;    3;s;   11;s;    0;s;    4;s;    4;s;    4;s;    8;s; 1338;s; 1247;s;   87;s;    4;s;    7;s;    0;s;    3;s;    4;s;    4;s;    4;s
4408;5116;05;A;  42;220101; 6;s;18; 1358;s; 1349;s;    8;s;    6;s; 1334;s; 1257;s;   75;s;    2;s;   11;s;    0;s;    3;s;    5;s;    4;s;    5;s; 1333;s; 1258;s;   71;s;    4;s;    5;s;    0;s;    4;s;    2;s;    1;s;    5;s
4408;5116;05;A;  42;220101; 6;s;19; 1106;s; 1146;s;    8;s;   11;s; 1087;s; 1024;s;   62;s;    1;s;    7;s;    0;s;    4;s;    4;s;    4;s;    4;s; 1123;s; 1060;s;   61;s;    2;s;    7;s;    0;s;    6;s;    5;s;    4;s;    5;s
4408;5116;05;A;  42;220101; 6;s;20;  971;s;  976;s;   10;s;    3;s;  955;s;  902;s;   52;s;    1;s;    2;s;    0;s;    4;s;    6;s;    5;s;    4;s;  961;s;  907;s;   52;s;    2;s;    7;s;    0;s;    1;s;    2;s;    1;s;    5;s
4408;5116;05;A;  42;220101; 6;s;21;  835;s;  813;s;    8;s;    7;s;  821;s;  779;s;   42;s;    0;s;    4;s;    0;s;    2;s;    6;s;    5;s;    2;s;  802;s;  760;s;   42;s;    0;s;    4;s;    0;s;    3;s;    4;s;    3;s;    0;s
4408;5116;05;A;  42;220101; 6;s;22;  705;s;  653;s;   13;s;    5;s;  688;s;  646;s;   40;s;    2;s;    2;s;    0;s;    4;s;    9;s;    7;s;    2;s;  642;s;  611;s;   30;s;    1;s;    4;s;    0;s;    2;s;    3;s;    2;s;    2;s
4408;5116;05;A;  42;220101; 6;s;23;  599;s;  506;s;    4;s;    3;s;  595;s;  564;s;   30;s;    1;s;    0;s;    0;s;    1;s;    3;s;    3;s;    0;s;  500;s;  468;s;   31;s;    1;s;    1;s;    0;s;    1;s;    2;s;    2;s;    2;s
4408;5116;05;A;  42;220101; 6;s;24;  456;s;  396;s;    4;s;    7;s;  447;s;  414;s;   33;s;    0;s;    4;s;    0;s;    1;s;    3;s;    3;s;    1;s;  385;s;  352;s;   30;s;    3;s;    1;s;    0;s;    2;s;    5;s;    5;s;    3;s
4408;5116;05;A;  42;220102; 7;s;01;  328;s;  270;s;    6;s;    4;s;  321;s;  309;s;   11;s;    1;s;    0;s;    1;s;    2;s;    3;s;    1;s;    1;s;  263;s;  253;s;    9;s;    1;s;    1;s;    0;s;    2;s;    2;s;    2;s;    2;s
4408;5116;05;A;  42;220102; 7;s;02;  209;s;  210;s;    6;s;    6;s;  203;s;  192;s;   11;s;    0;s;    0;s;    0;s;    2;s;    4;s;    3;s;    0;s;  202;s;  195;s;    7;s;    0;s;    2;s;    0;s;    3;s;    3;s;    3;s;    0;s
4408;5116;05;A;  42;220102; 7;s;03;  145;s;  162;s;    7;s;    9;s;  138;s;  133;s;    5;s;    0;s;    0;s;    1;s;    3;s;    3;s;    2;s;    0;s;  151;s;  141;s;   10;s;    0;s;    1;s;    0;s;    3;s;    6;s;    5;s;    1;s
4408;5116;05;A;  42;220102; 7;s;04;  104;s;  127;s;    4;s;    3;s;  100;s;   95;s;    5;s;    0;s;    0;s;    0;s;    3;s;    1;s;    1;s;    0;s;  124;s;  113;s;   11;s;    0;s;    0;s;    0;s;    1;s;    2;s;    2;s;    0;s
4408;5116;05;A;  42;220102; 7;s;05;  112;s;  165;s;    7;s;    5;s;  105;s;  100;s;    5;s;    0;s;    0;s;    0;s;    3;s;    4;s;    3;s;    0;s;  158;s;  151;s;    7;s;    0;s;    0;s;    0;s;    3;s;    2;s;    2;s;    2;s
4408;5116;05;A;  42;220102; 7;s;06;  169;s;  244;s;    7;s;    9;s;  161;s;  154;s;    7;s;    0;s;    0;s;    0;s;    5;s;    2;s;    2;s;    1;s;  233;s;  218;s;   15;s;    0;s;    0;s;    0;s;    5;s;    4;s;    4;s;    2;s
4408;5116;05;A;  42;220102; 7;s;07;  236;s;  207;s;   13;s;   13;s;  221;s;  211;s;   10;s;    0;s;    2;s;    0;s;    9;s;    4;s;    4;s;    0;s;  193;s;  179;s;   14;s;    0;s;    0;s;    0;s;    4;s;    9;s;    8;s;    1;s
4408;5116;05;A;  42;220102; 7;s;08;  269;s;  209;s;    9;s;    5;s;  256;s;  232;s;   24;s;    0;s;    2;s;    0;s;    3;s;    6;s;    6;s;    2;s;  200;s;  183;s;   17;s;    0;s;    3;s;    0;s;    2;s;    3;s;    3;s;    1;s
4408;5116;05;A;  42;220102; 7;s;09;  326;s;  271;s;   13;s;    7;s;  306;s;  280;s;   26;s;    0;s;    7;s;    0;s;    5;s;    8;s;    6;s;    0;s;  263;s;  241;s;   22;s;    0;s;    1;s;    1;s;    1;s;    5;s;    3;s;    0;s
4408;5116;05;A;  42;220102; 7;s;10;  548;s;  460;s;   15;s;   10;s;  521;s;  484;s;   37;s;    0;s;    8;s;    0;s;    6;s;    9;s;    7;s;    4;s;  439;s;  410;s;   28;s;    1;s;    8;s;    0;s;    3;s;    7;s;    6;s;    3;s
4408;5116;05;A;  42;220102; 7;s;11;  861;s;  712;s;    9;s;   14;s;  840;s;  777;s;   63;s;    0;s;    9;s;    0;s;    3;s;    6;s;    5;s;    3;s;  686;s;  650;s;   36;s;    0;s;   10;s;    1;s;    5;s;    8;s;    6;s;    2;s
4408;5116;05;A;  42;220102; 7;s;12; 1158;s; 1089;s;   11;s;   20;s; 1133;s; 1058;s;   72;s;    3;s;   10;s;    0;s;    4;s;    7;s;    6;s;    4;s; 1057;s;  989;s;   67;s;    1;s;    7;s;    0;s;    8;s;   12;s;   12;s;    5;s
4408;5116;05;A;  42;220102; 7;s;13; 1498;s; 1454;s;   18;s;   23;s; 1461;s; 1368;s;   92;s;    1;s;   12;s;    0;s;    8;s;   10;s;   10;s;    7;s; 1413;s; 1329;s;   81;s;    3;s;   13;s;    0;s;    9;s;   14;s;   14;s;    5;s
4408;5116;05;A;  42;220102; 7;s;14; 1738;s; 1695;s;   20;s;   34;s; 1700;s; 1609;s;   90;s;    1;s;   13;s;    0;s;   12;s;    8;s;    8;s;    5;s; 1639;s; 1534;s;  102;s;    3;s;   13;s;    0;s;   12;s;   22;s;   19;s;    9;s
4408;5116;05;A;  42;220102; 7;s;15; 1920;s; 1894;s;   20;s;   20;s; 1877;s; 1776;s;   99;s;    2;s;   15;s;    0;s;   10;s;   10;s;    9;s;    8;s; 1858;s; 1741;s;  113;s;    4;s;    9;s;    0;s;   10;s;   10;s;   10;s;    7;s
4408;5116;05;A;  42;220102; 7;s;16; 1806;s; 1961;s;   16;s;   23;s; 1770;s; 1656;s;  112;s;    2;s;   14;s;    1;s;    9;s;    6;s;    5;s;    6;s; 1921;s; 1803;s;  114;s;    4;s;   12;s;    0;s;    9;s;   14;s;   14;s;    5;s
4408;5116;05;A;  42;220102; 7;s;17; 1776;s; 1815;s;   20;s;   20;s; 1732;s; 1628;s;   99;s;    5;s;   15;s;    0;s;   10;s;   10;s;    9;s;    9;s; 1781;s; 1659;s;  116;s;    6;s;    9;s;    0;s;    9;s;   11;s;   10;s;    5;s
4408;5116;05;A;  42;220102; 7;s;18; 1706;s; 1825;s;   13;s;   27;s; 1673;s; 1576;s;   94;s;    3;s;   14;s;    0;s;    5;s;    8;s;    6;s;    6;s; 1786;s; 1687;s;   95;s;    4;s;    7;s;    0;s;   18;s;    9;s;    6;s;    5;s
4408;5116;05;A;  42;220102; 7;s;19; 1513;s; 1572;s;   18;s;   20;s; 1479;s; 1393;s;   84;s;    2;s;   10;s;    0;s;    7;s;   11;s;   10;s;    6;s; 1535;s; 1448;s;   85;s;    2;s;   10;s;    0;s;   11;s;    9;s;    7;s;    7;s
4408;5116;05;A;  42;220102; 7;s;20; 1208;s; 1310;s;   22;s;   16;s; 1178;s; 1113;s;   64;s;    1;s;    3;s;    0;s;    9;s;   13;s;   11;s;    5;s; 1279;s; 1208;s;   69;s;    2;s;    9;s;    0;s;    8;s;    8;s;    5;s;    6;s
4408;5116;05;A;  42;220102; 7;s;21; 1030;s; 1106;s;   18;s;   19;s; 1004;s;  953;s;   51;s;    0;s;    5;s;    0;s;    4;s;   14;s;   12;s;    3;s; 1081;s; 1024;s;   57;s;    0;s;    5;s;    0;s;    8;s;   11;s;    9;s;    1;s
4408;5116;05;A;  42;220102; 7;s;22;  800;s;  838;s;   22;s;   18;s;  772;s;  724;s;   45;s;    3;s;    3;s;    1;s;    6;s;   15;s;   12;s;    3;s;  812;s;  773;s;   38;s;    1;s;    5;s;    0;s;    6;s;   12;s;    9;s;    3;s
4408;5116;05;A;  42;220102; 7;s;23;  639;s;  647;s;   25;s;   23;s;  614;s;  582;s;   30;s;    2;s;    0;s;    0;s;    5;s;   20;s;   18;s;    0;s;  619;s;  579;s;   39;s;    1;s;    2;s;    0;s;    8;s;   15;s;   12;s;    3;s
4408;5116;05;A;  42;220102; 7;s;24;  425;s;  395;s;   27;s;   22;s;  393;s;  365;s;   28;s;    0;s;    3;s;    1;s;    4;s;   22;s;   19;s;    2;s;  369;s;  337;s;   29;s;    3;s;    1;s;    1;s;    5;s;   16;s;   15;s;    3;s
4408;5116;05;A;  42;220103; 1;u;01;  220;-;  228;-;   21;-;   24;-;  196;-;  184;-;   11;-;    1;-;    0;-;    1;-;    5;-;   15;-;   10;-;    3;-;  203;-;  187;-;   16;-;    0;-;    0;-;    2;-;    6;-;   16;-;   11;-;    1;-
4408;5116;05;A;  42;220103; 1;u;02;  194;-;  201;-;   42;-;   24;-;  149;-;  138;-;    9;-;    2;-;    0;-;    2;-;    8;-;   32;-;   24;-;    3;-;  173;-;  155;-;   17;-;    1;-;    2;-;    1;-;    9;-;   14;-;   12;-;    2;-
4408;5116;05;A;  42;220103; 1;u;03;  140;-;  176;-;   42;-;   44;-;   98;-;   84;-;   13;-;    1;-;    0;-;    1;-;   10;-;   31;-;   28;-;    0;-;  131;-;  108;-;   23;-;    0;-;    0;-;    1;-;   11;-;   32;-;   27;-;    1;-
4408;5116;05;A;  42;220103; 1;u;04;  179;-;  189;-;   47;-;   59;-;  128;-;  111;-;   16;-;    1;-;    2;-;    1;-;   14;-;   32;-;   30;-;    2;-;  130;-;  117;-;   13;-;    0;-;    0;-;    0;-;   16;-;   43;-;   40;-;    0;-
4408;5116;05;A;  42;220103; 1;u;05;  535;-;  533;-;  118;-;  111;-;  411;-;  380;-;   30;-;    1;-;    0;-;    1;-;   40;-;   77;-;   68;-;    6;-;  417;-;  392;-;   25;-;    0;-;    2;-;    0;-;   21;-;   90;-;   79;-;    3;-
4408;5116;05;A;  42;220103; 1;u;06; 1628;-; 1536;-;  230;-;  203;-; 1388;-; 1287;-;   96;-;    5;-;    1;-;    1;-;   77;-;  152;-;  134;-;    9;-; 1323;-; 1217;-;  103;-;    3;-;    1;-;    3;-;   43;-;  157;-;  134;-;    9;-
4408;5116;05;A;  42;220103; 1;u;07; 2052;-; 2228;-;  233;-;  255;-; 1803;-; 1589;-;  210;-;    4;-;    3;-;    2;-;   77;-;  154;-;  125;-;   13;-; 1945;-; 1748;-;  195;-;    2;-;    5;-;    3;-;   76;-;  176;-;  149;-;   23;-
4408;5116;05;A;  42;220103; 1;u;08; 2144;-; 2258;-;  286;-;  278;-; 1833;-; 1573;-;  256;-;    4;-;    7;-;    2;-;   88;-;  196;-;  160;-;   18;-; 1950;-; 1759;-;  186;-;    5;-;   11;-;    3;-;   84;-;  191;-;  162;-;   19;-
4408;5116;05;A;  42;220103; 1;u;09; 1783;-; 1820;-;  284;-;  322;-; 1473;-; 1243;-;  229;-;    1;-;   16;-;    2;-;   83;-;  199;-;  156;-;   10;-; 1464;-; 1276;-;  186;-;    2;-;   11;-;    1;-;  104;-;  217;-;  177;-;   23;-
4408;5116;05;A;  42;220103; 1;u;10; 1800;-; 1698;-;  333;-;  294;-; 1437;-; 1207;-;  228;-;    2;-;   12;-;    1;-;  105;-;  227;-;  186;-;   18;-; 1377;-; 1182;-;  193;-;    2;-;   11;-;    0;-;   93;-;  201;-;  167;-;   16;-
4408;5116;05;A;  42;220103; 1;u;11; 1705;-; 1715;-;  311;-;  278;-; 1370;-; 1155;-;  215;-;    0;-;   15;-;    1;-;   81;-;  229;-;  196;-;    9;-; 1419;-; 1236;-;  181;-;    2;-;    8;-;    0;-;   78;-;  200;-;  159;-;   10;-
4408;5116;05;A;  42;220103; 1;u;12; 1812;-; 1941;-;  265;-;  285;-; 1510;-; 1280;-;  228;-;    2;-;   15;-;    2;-;   66;-;  197;-;  163;-;   22;-; 1620;-; 1397;-;  221;-;    2;-;   14;-;    0;-;   88;-;  197;-;  167;-;   22;-
4408;5116;05;A;  42;220103; 1;u;13; 2073;-; 1815;-;  268;-;  261;-; 1769;-; 1556;-;  212;-;    1;-;   18;-;    4;-;   70;-;  194;-;  152;-;   18;-; 1520;-; 1334;-;  183;-;    3;-;   16;-;    1;-;   69;-;  191;-;  159;-;   18;-
4408;5116;05;A;  42;220103; 1;u;14; 2332;-; 2046;-;  285;-;  271;-; 2015;-; 1794;-;  218;-;    3;-;   13;-;    1;-;  104;-;  180;-;  144;-;   19;-; 1742;-; 1541;-;  201;-;    0;-;   21;-;    2;-;   87;-;  182;-;  151;-;   12;-
4408;5116;05;A;  42;220103; 1;u;15; 2801;-; 2652;-;  245;-;  322;-; 2512;-; 2294;-;  213;-;    5;-;   20;-;    1;-;   75;-;  169;-;  146;-;   24;-; 2292;-; 2045;-;  243;-;    4;-;   15;-;    2;-;   99;-;  221;-;  190;-;   23;-
4408;5116;05;A;  42;220103; 1;u;16; 3075;-; 2360;-;  215;-;  195;-; 2817;-; 2554;-;  260;-;    3;-;   27;-;    1;-;   61;-;  153;-;  134;-;   16;-; 2136;-; 1932;-;  203;-;    1;-;   10;-;    1;-;   44;-;  150;-;  127;-;   19;-
4408;5116;05;A;  42;220103; 1;u;17; 3085;-; 2550;-;  208;-;  170;-; 2843;-; 2625;-;  214;-;    4;-;   13;-;    1;-;   69;-;  138;-;  122;-;   21;-; 2340;-; 2090;-;  250;-;    0;-;   14;-;    1;-;   38;-;  131;-;  107;-;   26;-
4408;5116;05;A;  42;220103; 1;u;18; 2610;-; 2270;-;  175;-;  139;-; 2412;-; 2251;-;  155;-;    6;-;    7;-;    0;-;   43;-;  132;-;  102;-;   16;-; 2104;-; 1930;-;  172;-;    2;-;   10;-;    0;-;   38;-;  101;-;   83;-;   17;-
4408;5116;05;A;  42;220103; 1;u;19; 2175;-; 1687;-;  162;-;  125;-; 1999;-; 1867;-;  128;-;    4;-;    6;-;    1;-;   24;-;  137;-;   92;-;    8;-; 1543;-; 1401;-;  139;-;    3;-;   10;-;    0;-;   30;-;   95;-;   76;-;    9;-
4408;5116;05;A;  42;220103; 1;u;20; 1386;-; 1290;-;  145;-;  104;-; 1230;-; 1145;-;   83;-;    2;-;    3;-;    2;-;   34;-;  109;-;   79;-;    8;-; 1170;-; 1078;-;   88;-;    4;-;    5;-;    0;-;   22;-;   82;-;   59;-;   11;-
4408;5116;05;A;  42;220103; 1;u;21; 1145;-; 1163;-;   96;-;   83;-; 1040;-;  971;-;   66;-;    3;-;    2;-;    0;-;   21;-;   75;-;   56;-;    7;-; 1067;-;  975;-;   92;-;    0;-;    8;-;    2;-;   23;-;   58;-;   49;-;    5;-
4408;5116;05;A;  42;220103; 1;u;22;  877;-;  883;-;   55;-;  101;-;  814;-;  758;-;   53;-;    3;-;    2;-;    0;-;    6;-;   49;-;   35;-;    6;-;  776;-;  716;-;   56;-;    4;-;    3;-;    0;-;   18;-;   83;-;   63;-;    3;-
4408;5116;05;A;  42;220103; 1;u;23;  745;-;  648;-;   89;-;   59;-;  649;-;  577;-;   69;-;    3;-;    2;-;    2;-;   12;-;   75;-;   53;-;    5;-;  584;-;  547;-;   36;-;    1;-;    0;-;    1;-;   10;-;   48;-;   43;-;    5;-
4408;5116;05;A;  42;220103; 1;u;24;  366;-;  356;-;   72;-;   49;-;  290;-;  261;-;   28;-;    1;-;    1;-;    2;-;   10;-;   60;-;   34;-;    3;-;  304;-;  274;-;   26;-;    4;-;    1;-;    0;-;    4;-;   45;-;   35;-;    2;-
4408;5116;05;A;  42;220104; 2;u;01;  283;-;  244;-;   66;-;   45;-;  216;-;  199;-;   15;-;    2;-;    0;-;    2;-;    8;-;   56;-;   42;-;    1;-;  198;-;  177;-;   21;-;    0;-;    0;-;    1;-;   11;-;   33;-;   26;-;    1;-
4408;5116;05;A;  42;220104; 2;u;02;  191;-;  166;-;   54;-;   59;-;  136;-;  121;-;   13;-;    2;-;    1;-;    1;-;   10;-;   43;-;   28;-;    0;-;  105;-;   88;-;   17;-;    0;-;    0;-;    2;-;    7;-;   50;-;   35;-;    2;-
4408;5116;05;A;  42;220104; 2;u;03;  185;-;  217;-;   72;-;   81;-;  108;-;   93;-;   13;-;    2;-;    0;-;    0;-;   18;-;   54;-;   40;-;    5;-;  136;-;  113;-;   23;-;    0;-;    0;-;    0;-;   21;-;   60;-;   38;-;    0;-
4408;5116;05;A;  42;220104; 2;u;04;  215;-;  299;-;   75;-;  115;-;  137;-;  124;-;   13;-;    0;-;    1;-;    1;-;   24;-;   50;-;   37;-;    2;-;  177;-;  157;-;   20;-;    0;-;    2;-;    0;-;   17;-;   98;-;   60;-;    5;-
4408;5116;05;A;  42;220104; 2;u;05;  541;-;  579;-;  127;-;  144;-;  406;-;  366;-;   39;-;    1;-;    0;-;    0;-;   45;-;   82;-;   72;-;    8;-;  430;-;  393;-;   37;-;    0;-;    1;-;    0;-;   31;-;  113;-;   87;-;    4;-
4408;5116;05;A;  42;220104; 2;u;06; 1657;-; 1632;-;  252;-;  262;-; 1387;-; 1267;-;  117;-;    3;-;    6;-;    0;-;   80;-;  172;-;  149;-;   12;-; 1356;-; 1236;-;  118;-;    2;-;    5;-;    3;-;   62;-;  197;-;  156;-;    9;-
4408;5116;05;A;  42;220104; 2;u;07; 2187;-; 2285;-;  306;-;  310;-; 1857;-; 1612;-;  243;-;    2;-;    9;-;    2;-;   96;-;  208;-;  171;-;   15;-; 1956;-; 1752;-;  202;-;    2;-;    5;-;    1;-;   95;-;  214;-;  181;-;   14;-
4408;5116;05;A;  42;220104; 2;u;08; 2305;-; 2425;-;  352;-;  341;-; 1926;-; 1660;-;  265;-;    1;-;    6;-;    2;-;  110;-;  240;-;  203;-;   21;-; 2050;-; 1839;-;  208;-;    3;-;   12;-;    1;-;   88;-;  252;-;  203;-;   22;-
4408;5116;05;A;  42;220104; 2;u;09; 1875;-; 1983;-;  312;-;  378;-; 1537;-; 1309;-;  226;-;    2;-;    9;-;    1;-;   93;-;  218;-;  187;-;   17;-; 1565;-; 1366;-;  198;-;    1;-;   13;-;    4;-;  122;-;  252;-;  202;-;   27;-
4408;5116;05;A;  42;220104; 2;u;10; 1760;-; 1835;-;  318;-;  364;-; 1404;-; 1167;-;  236;-;    1;-;   19;-;    4;-;   88;-;  226;-;  188;-;   19;-; 1428;-; 1222;-;  204;-;    2;-;   16;-;    3;-;  105;-;  256;-;  211;-;   27;-
4408;5116;05;A;  42;220104; 2;u;11; 1828;s; 1846;-;  386;s;  370;-; 1396;s; 1140;s;  256;s;    0;s;   19;s;    2;s;   96;s;  288;s;  236;s;   27;s; 1447;-; 1260;-;  185;-;    2;-;   12;-;    2;-;  113;-;  255;-;  200;-;   17;-
4408;5116;05;A;  42;220104; 2;u;12; 1982;s; 1857;-;  342;s;  332;-; 1588;s; 1305;s;  283;s;    0;s;   24;s;    2;s;   86;s;  254;s;  207;s;   28;s; 1489;-; 1288;-;  201;-;    0;-;   14;-;    0;-;   83;-;  249;-;  214;-;   22;-
4408;5116;05;A;  42;220104; 2;u;13; 2262;s; 2065;-;  369;s;  373;-; 1838;s; 1559;s;  277;s;    2;s;   27;s;    0;s;   96;s;  273;s;  222;s;   28;s; 1657;-; 1457;-;  200;-;    0;-;   19;-;    0;-;  117;-;  256;-;  217;-;   16;-
4408;5116;05;A;  42;220104; 2;u;14; 2290;-; 2355;-;  287;-;  364;-; 1972;-; 1748;-;  222;-;    2;-;   22;-;    1;-;   80;-;  206;-;  169;-;    9;-; 1953;-; 1713;-;  236;-;    4;-;   17;-;    1;-;  102;-;  261;-;  217;-;   21;-
4408;5116;05;A;  42;220104; 2;u;15; 2748;-; 2643;-;  281;-;  278;-; 2434;-; 2187;-;  240;-;    7;-;   14;-;    2;-;   91;-;  188;-;  164;-;   19;-; 2323;-; 2052;-;  267;-;    4;-;   12;-;    1;-;   70;-;  207;-;  166;-;   30;-
4408;5116;05;A;  42;220104; 2;u;16; 3049;-; 2798;-;  267;-;  288;-; 2755;-; 2481;-;  270;-;    4;-;   20;-;    2;-;   64;-;  201;-;  167;-;    7;-; 2472;-; 2219;-;  253;-;    0;-;   15;-;    0;-;   78;-;  210;-;  172;-;   23;-
4408;5116;05;A;  42;220104; 2;u;17; 3084;-; 2655;-;  236;-;  198;-; 2815;-; 2588;-;  226;-;    1;-;   14;-;    0;-;   67;-;  169;-;  136;-;   19;-; 2431;-; 2159;-;  272;-;    0;-;   11;-;    2;-;   49;-;  147;-;  126;-;   15;-
