TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4508;5113;05;A;  40;220101; 6;s;15; 2162;-; 2407;-;    2;-;    9;-; 2157;-; 2088;-;   58;-;   11;-;    3;-;    0;-;    1;-;    1;-;    1;-;    0;-; 2393;-; 2298;-;   79;-;   16;-;    4;-;    1;-;    3;-;    5;-;    4;-;    1;-
4508;5113;05;A;  40;220101; 6;s;16; 2046;-; 2246;-;    2;-;    2;-; 2034;-; 1956;-;   67;-;   11;-;   10;-;    0;-;    1;-;    1;-;    1;-;    0;-; 2241;-; 2157;-;   62;-;   22;-;    3;-;    1;-;    1;-;    0;-;    0;-;    0;-
4508;5113;05;A;  40;220101; 6;s;17; 2094;-; 2296;-;    5;-;    3;-; 2085;-; 1999;-;   70;-;   16;-;    3;-;    1;-;    1;-;    3;-;    3;-;    1;-; 2285;-; 2211;-;   58;-;   16;-;    8;-;    1;-;    2;-;    0;-;    0;-;    0;-
4508;5113;05;A;  40;220101; 6;s;18; 1938;-; 2248;-;    3;-;    5;-; 1929;-; 1872;-;   53;-;    4;-;    6;-;    0;-;    1;-;    2;-;    1;-;    0;-; 2239;-; 2156;-;   77;-;    6;-;    4;-;    1;-;    2;-;    2;-;    1;-;    0;-
4508;5113;05;A;  40;220101; 6;s;19; 1590;-; 1911;-;    4;-;    6;-; 1585;-; 1529;-;   49;-;    7;-;    1;-;    2;-;    1;-;    1;-;    1;-;    0;-; 1899;-; 1837;-;   55;-;    7;-;    6;-;    1;-;    3;-;    2;-;    2;-;    0;-
4508;5113;05;A;  40;220101; 6;s;20; 1358;-; 1593;-;    4;-;    0;-; 1350;-; 1301;-;   46;-;    3;-;    3;-;    3;-;    1;-;    0;-;    0;-;    1;-; 1589;-; 1540;-;   48;-;    1;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-
4508;5113;05;A;  40;220101; 6;s;21; 1184;-; 1298;-;    4;-;    3;-; 1176;-; 1127;-;   46;-;    3;-;    3;-;    1;-;    2;-;    1;-;    1;-;    1;-; 1295;-; 1251;-;   43;-;    1;-;    0;-;    2;-;    0;-;    1;-;    1;-;    0;-
4508;5113;05;A;  40;220101; 6;s;22; 1044;-; 1052;-;   10;-;    5;-; 1032;-;  982;-;   49;-;    1;-;    2;-;    3;-;    2;-;    5;-;    4;-;    0;-; 1046;-; 1002;-;   39;-;    5;-;    1;-;    2;-;    1;-;    2;-;    1;-;    0;-
4508;5113;05;A;  40;220101; 6;s;23;  649;s;  846;-;    4;s;    5;-;  644;s;  603;s;   41;s;    0;s;    1;s;    0;s;    0;s;    4;s;    4;s;    0;s;  836;-;  809;-;   27;-;    0;-;    5;-;    1;-;    2;-;    2;-;    2;-;    0;-
4508;5113;05;A;  40;220101; 6;s;24;  397;s;  419;s;    4;s;    3;s;  392;s;  360;s;   32;s;    0;s;    1;s;    0;s;    0;s;    4;s;    3;s;    0;s;  415;s;  378;s;   36;s;    1;s;    1;s;    0;s;    1;s;    2;s;    2;s;    0;s
4508;5113;05;A;  40;220102; 7;s;01;  463;-;  444;-;    3;-;    1;-;  459;-;  434;-;   22;-;    3;-;    1;-;    0;-;    1;-;    2;-;    2;-;    0;-;  442;-;  424;-;   18;-;    0;-;    1;-;    0;-;    0;-;    1;-;    1;-;    0;-
4508;5113;05;A;  40;220102; 7;s;02;  299;-;  362;-;    6;-;    4;-;  293;-;  283;-;   10;-;    0;-;    0;-;    2;-;    3;-;    1;-;    1;-;    0;-;  358;-;  344;-;   14;-;    0;-;    0;-;    0;-;    1;-;    3;-;    3;-;    0;-
4508;5113;05;A;  40;220102; 7;s;03;  200;-;  252;-;    5;-;    8;-;  195;-;  184;-;   10;-;    1;-;    0;-;    1;-;    0;-;    4;-;    3;-;    0;-;  243;-;  228;-;   15;-;    0;-;    1;-;    1;-;    4;-;    3;-;    3;-;    0;-
4508;5113;05;A;  40;220102; 7;s;04;  137;-;  219;-;    3;-;    3;-;  134;-;  127;-;    7;-;    0;-;    0;-;    1;-;    2;-;    0;-;    0;-;    0;-;  216;-;  203;-;   13;-;    0;-;    0;-;    1;-;    2;-;    0;-;    0;-;    0;-
4508;5113;05;A;  40;220102; 7;s;05;  175;-;  270;-;    5;-;    6;-;  170;-;  162;-;    8;-;    0;-;    0;-;    1;-;    2;-;    2;-;    2;-;    0;-;  264;-;  254;-;   10;-;    0;-;    0;-;    2;-;    1;-;    3;-;    2;-;    0;-
4508;5113;05;A;  40;220102; 7;s;06;  273;-;  382;-;    7;-;   12;-;  266;-;  257;-;    9;-;    0;-;    0;-;    0;-;    0;-;    7;-;    7;-;    0;-;  365;-;  353;-;   12;-;    0;-;    4;-;    2;-;    5;-;    5;-;    4;-;    1;-
4508;5113;05;A;  40;220102; 7;s;07;  353;-;  344;-;    7;-;    9;-;  344;-;  325;-;   19;-;    0;-;    2;-;    1;-;    2;-;    4;-;    3;-;    0;-;  334;-;  322;-;   12;-;    0;-;    1;-;    4;-;    1;-;    4;-;    4;-;    0;-
4508;5113;05;A;  40;220102; 7;s;08;  411;-;  330;-;    9;-;    4;-;  400;-;  373;-;   26;-;    1;-;    2;-;    2;-;    2;-;    5;-;    5;-;    0;-;  324;-;  299;-;   25;-;    0;-;    2;-;    0;-;    1;-;    3;-;    2;-;    0;-
4508;5113;05;A;  40;220102; 7;s;09;  517;-;  464;-;    9;-;    7;-;  507;-;  484;-;   22;-;    1;-;    1;-;    2;-;    1;-;    6;-;    6;-;    0;-;  455;-;  424;-;   31;-;    0;-;    2;-;    5;-;    0;-;    2;-;    2;-;    0;-
4508;5113;05;A;  40;220102; 7;s;10;  863;-;  783;-;   12;-;    6;-;  848;-;  806;-;   42;-;    0;-;    3;-;    3;-;    1;-;    8;-;    8;-;    0;-;  772;-;  735;-;   35;-;    2;-;    5;-;    1;-;    3;-;    2;-;    2;-;    0;-
4508;5113;05;A;  40;220102; 7;s;11; 1353;-; 1231;-;    5;-;   13;-; 1343;-; 1275;-;   67;-;    1;-;    5;-;    2;-;    0;-;    3;-;    3;-;    0;-; 1208;-; 1147;-;   60;-;    1;-;    8;-;    2;-;    0;-;   11;-;   10;-;    2;-
4508;5113;05;A;  40;220102; 7;s;12; 1792;-; 1936;-;    4;-;   15;-; 1769;-; 1681;-;   86;-;    2;-;   18;-;    1;-;    1;-;    2;-;    1;-;    1;-; 1907;-; 1818;-;   88;-;    1;-;   14;-;    0;-;    6;-;    9;-;    9;-;    0;-
4508;5113;05;A;  40;220102; 7;s;13; 2292;-; 2465;-;   10;-;   17;-; 2275;-; 2173;-;   99;-;    3;-;    6;-;    2;-;    2;-;    6;-;    6;-;    1;-; 2435;-; 2302;-;  129;-;    4;-;   13;-;    2;-;    5;-;   10;-;    9;-;    0;-
4508;5113;05;A;  40;220102; 7;s;14; 2717;-; 2880;-;   14;-;   22;-; 2688;-; 2557;-;  127;-;    4;-;   13;-;    2;-;    6;-;    6;-;    6;-;    2;-; 2840;-; 2696;-;  141;-;    3;-;   14;-;    0;-;    9;-;   13;-;   12;-;    4;-
4508;5113;05;A;  40;220102; 7;s;15; 2838;-; 3203;-;   10;-;   15;-; 2809;-; 2704;-;  104;-;    1;-;   15;-;    1;-;    5;-;    4;-;    4;-;    4;-; 3174;-; 3039;-;  133;-;    2;-;   11;-;    3;-;    8;-;    4;-;    4;-;    3;-
4508;5113;05;A;  40;220102; 7;s;16; 2611;-; 3317;-;    5;-;   16;-; 2597;-; 2489;-;  106;-;    2;-;    7;-;    2;-;    2;-;    1;-;    1;-;    2;-; 3290;-; 3140;-;  149;-;    1;-;    7;-;    4;-;    5;-;    7;-;    7;-;    4;-
4508;5113;05;A;  40;220102; 7;s;17; 2605;-; 3030;-;    8;-;   15;-; 2581;-; 2452;-;  125;-;    4;-;   11;-;    2;-;    1;-;    5;-;    5;-;    5;-; 3002;-; 2885;-;  115;-;    2;-;   11;-;    4;-;    5;-;    6;-;    6;-;    2;-
4508;5113;05;A;  40;220102; 7;s;18; 2516;-; 3070;-;    6;-;   18;-; 2499;-; 2393;-;  105;-;    1;-;    8;-;    1;-;    2;-;    3;-;    3;-;    3;-; 3044;-; 2917;-;  124;-;    3;-;    6;-;    3;-;    7;-;    8;-;    7;-;    2;-
4508;5113;05;A;  40;220102; 7;s;19; 2184;-; 2634;-;   14;-;   13;-; 2160;-; 2073;-;   84;-;    3;-;    7;-;    7;-;    4;-;    3;-;    2;-;    3;-; 2610;-; 2491;-;  118;-;    1;-;    9;-;    3;-;    5;-;    5;-;    5;-;    2;-
4508;5113;05;A;  40;220102; 7;s;20; 1737;-; 2170;-;   14;-;   14;-; 1721;-; 1646;-;   73;-;    2;-;    2;-;    8;-;    4;-;    2;-;    2;-;    0;-; 2147;-; 2047;-;   98;-;    2;-;    9;-;    2;-;    3;-;    9;-;    8;-;    0;-
4508;5113;05;A;  40;220102; 7;s;21; 1472;-; 1745;-;    9;-;   12;-; 1457;-; 1395;-;   61;-;    1;-;    5;-;    5;-;    2;-;    2;-;    2;-;    1;-; 1727;-; 1644;-;   83;-;    0;-;    5;-;    3;-;    4;-;    5;-;    4;-;    1;-
4508;5113;05;A;  40;220102; 7;s;22; 1113;-; 1397;-;   18;-;   15;-; 1092;-; 1040;-;   51;-;    1;-;    3;-;    4;-;    5;-;    9;-;    8;-;    0;-; 1380;-; 1319;-;   61;-;    0;-;    2;-;    3;-;    7;-;    5;-;    4;-;    0;-
4508;5113;05;A;  40;220102; 7;s;23;  867;-; 1014;-;   20;-;   23;-;  847;-;  800;-;   46;-;    1;-;    0;-;    4;-;    2;-;   14;-;   12;-;    0;-;  987;-;  945;-;   42;-;    0;-;    4;-;    2;-;    5;-;   16;-;   16;-;    0;-
4508;5113;05;A;  40;220102; 7;s;24;  567;-;  638;-;   25;-;   15;-;  542;-;  513;-;   29;-;    0;-;    0;-;    1;-;    4;-;   20;-;   16;-;    0;-;  620;-;  577;-;   42;-;    1;-;    2;-;    1;-;    6;-;    8;-;    8;-;    1;-
4508;5113;05;A;  40;220103; 1;u;01;  340;-;  448;-;   19;-;   26;-;  319;-;  296;-;   23;-;    0;-;    2;-;    0;-;    6;-;   13;-;   12;-;    0;-;  420;-;  373;-;   47;-;    0;-;    1;-;    1;-;    9;-;   16;-;   14;-;    1;-
4508;5113;05;A;  40;220103; 1;u;02;  217;-;  372;-;   29;-;   27;-;  188;-;  172;-;   16;-;    0;-;    0;-;    1;-;    7;-;   21;-;   19;-;    0;-;  343;-;  296;-;   47;-;    0;-;    2;-;    1;-;    8;-;   18;-;   18;-;    0;-
4508;5113;05;A;  40;220103; 1;u;03;  165;-;  304;-;   32;-;   34;-;  133;-;  111;-;   22;-;    0;-;    0;-;    2;-;   12;-;   18;-;   17;-;    0;-;  269;-;  221;-;   48;-;    0;-;    1;-;    0;-;    5;-;   29;-;   25;-;    0;-
4508;5113;05;A;  40;220103; 1;u;04;  203;-;  270;-;   57;-;   61;-;  146;-;  123;-;   22;-;    1;-;    0;-;    2;-;   25;-;   30;-;   26;-;    0;-;  209;-;  176;-;   33;-;    0;-;    0;-;    1;-;   17;-;   43;-;   38;-;    0;-
4508;5113;05;A;  40;220103; 1;u;05;  492;-;  651;-;   80;-;  125;-;  411;-;  374;-;   37;-;    0;-;    1;-;    1;-;   38;-;   41;-;   33;-;    0;-;  522;-;  479;-;   43;-;    0;-;    4;-;    5;-;   40;-;   80;-;   73;-;    0;-
4508;5113;05;A;  40;220103; 1;u;06; 1557;-; 1788;-;  120;-;  183;-; 1436;-; 1311;-;  124;-;    1;-;    1;-;    4;-;   40;-;   76;-;   67;-;    0;-; 1604;-; 1483;-;  120;-;    1;-;    1;-;    1;-;   48;-;  134;-;  114;-;    0;-
4508;5113;05;A;  40;220103; 1;u;07; 2703;-; 3079;-;  186;-;  222;-; 2506;-; 2270;-;  233;-;    3;-;    7;-;    4;-;   56;-;  126;-;  109;-;    4;-; 2852;-; 2570;-;  279;-;    3;-;    5;-;    3;-;   94;-;  125;-;  113;-;    0;-
4508;5113;05;A;  40;220103; 1;u;08; 3239;-; 3250;-;  205;-;  197;-; 3026;-; 2756;-;  268;-;    2;-;    8;-;    1;-;   65;-;  139;-;  121;-;    0;-; 3041;-; 2748;-;  293;-;    0;-;    8;-;    3;-;   74;-;  120;-;  101;-;    4;-
4508;5113;05;A;  40;220103; 1;u;09; 2616;-; 2864;-;  190;-;  220;-; 2416;-; 2126;-;  288;-;    2;-;    9;-;    1;-;   73;-;  116;-;   92;-;    1;-; 2633;-; 2297;-;  333;-;    3;-;   11;-;    5;-;   97;-;  118;-;   95;-;    0;-
4508;5113;05;A;  40;220103; 1;u;10; 2448;-; 2572;-;  221;-;  246;-; 2210;-; 1932;-;  276;-;    2;-;   16;-;    4;-;   74;-;  143;-;  115;-;    1;-; 2310;-; 2046;-;  258;-;    6;-;   16;-;    5;-;   82;-;  159;-;  133;-;    0;-
4508;5113;05;A;  40;220103; 1;u;11; 2524;-; 2562;-;  222;-;  280;-; 2278;-; 1997;-;  279;-;    2;-;   21;-;    2;-;   86;-;  134;-;  109;-;    3;-; 2257;-; 1958;-;  297;-;    2;-;   21;-;    2;-;   93;-;  185;-;  151;-;    4;-
4508;5113;05;A;  40;220103; 1;u;12; 2686;-; 2936;-;  229;-;  253;-; 2436;-; 2139;-;  295;-;    2;-;   17;-;    1;-;   66;-;  162;-;  141;-;    4;-; 2661;-; 2327;-;  324;-;   10;-;   18;-;    4;-;   95;-;  154;-;  122;-;    4;-
4508;5113;05;A;  40;220103; 1;u;13; 2781;-; 3258;-;  240;-;  284;-; 2523;-; 2260;-;  262;-;    1;-;   16;-;    2;-;   87;-;  151;-;  122;-;    2;-; 2948;-; 2623;-;  322;-;    3;-;   22;-;    1;-;   99;-;  184;-;  153;-;    4;-
4508;5113;05;A;  40;220103; 1;u;14; 3135;-; 3207;-;  204;-;  209;-; 2904;-; 2597;-;  306;-;    1;-;   25;-;    2;-;   66;-;  136;-;  119;-;    2;-; 2976;-; 2649;-;  325;-;    2;-;   18;-;    2;-;   60;-;  147;-;  122;-;    4;-
4508;5113;05;A;  40;220103; 1;u;15; 3507;-; 3810;-;  198;-;  202;-; 3290;-; 2976;-;  313;-;    1;-;   17;-;    4;-;   66;-;  128;-;  112;-;    2;-; 3584;-; 3269;-;  312;-;    3;-;   21;-;    1;-;   44;-;  157;-;  135;-;    3;-
4508;5113;05;A;  40;220103; 1;u;16; 3718;-; 4032;-;  164;-;  179;-; 3536;-; 3203;-;  333;-;    0;-;   14;-;    4;-;   35;-;  125;-;  112;-;    4;-; 3839;-; 3498;-;  337;-;    4;-;   10;-;    4;-;   41;-;  134;-;  113;-;    4;-
4508;5113;05;A;  40;220103; 1;u;17; 4038;-; 4257;-;  124;-;  130;-; 3892;-; 3618;-;  270;-;    4;-;   20;-;    1;-;   34;-;   89;-;   64;-;    2;-; 4112;-; 3832;-;  277;-;    3;-;   12;-;    3;-;   45;-;   82;-;   64;-;    3;-
4508;5113;05;A;  40;220103; 1;u;18; 3597;-; 3709;-;   90;-;  116;-; 3492;-; 3294;-;  194;-;    4;-;    9;-;    1;-;   30;-;   59;-;   49;-;    6;-; 3579;-; 3383;-;  196;-;    0;-;   13;-;    3;-;   32;-;   81;-;   67;-;    1;-
4508;5113;05;A;  40;220103; 1;u;19; 2691;-; 2805;-;   90;-;   72;-; 2591;-; 2442;-;  149;-;    0;-;    8;-;    3;-;   14;-;   73;-;   60;-;    2;-; 2716;-; 2573;-;  141;-;    2;-;   15;-;    1;-;   11;-;   60;-;   48;-;    2;-
4508;5113;05;A;  40;220103; 1;u;20; 1870;-; 1665;-;   87;-;   52;-; 1779;-; 1688;-;   89;-;    2;-;    4;-;    6;-;    9;-;   72;-;   46;-;    0;-; 1611;-; 1514;-;   97;-;    0;-;    2;-;    1;-;    8;-;   43;-;   37;-;    0;-
4508;5113;05;A;  40;220103; 1;u;21; 1486;-; 1351;-;   78;-;   40;-; 1406;-; 1314;-;   91;-;    1;-;    2;-;    4;-;   14;-;   60;-;   38;-;    0;-; 1309;-; 1214;-;   94;-;    1;-;    2;-;    1;-;    6;-;   33;-;   27;-;    0;-
4508;5113;05;A;  40;220103; 1;u;22; 1114;-; 1073;-;   58;-;   43;-; 1051;-;  987;-;   63;-;    1;-;    4;-;    2;-;    7;-;   49;-;   35;-;    1;-; 1027;-;  970;-;   57;-;    0;-;    3;-;    2;-;    9;-;   32;-;   27;-;    0;-
4508;5113;05;A;  40;220103; 1;u;23;  905;-;  849;-;   48;-;   44;-;  854;-;  785;-;   69;-;    0;-;    3;-;    0;-;    8;-;   40;-;   27;-;    0;-;  804;-;  754;-;   48;-;    2;-;    1;-;    0;-;    8;-;   36;-;   24;-;    0;-
4508;5113;05;A;  40;220103; 1;u;24;  518;-;  521;-;   39;-;   57;-;  477;-;  427;-;   50;-;    0;-;    2;-;    1;-;    6;-;   32;-;   18;-;    0;-;  458;-;  416;-;   41;-;    1;-;    5;-;    4;-;    9;-;   44;-;   34;-;    1;-
4508;5113;05;A;  40;220104; 2;u;01;  373;-;  362;-;   47;-;   38;-;  326;-;  293;-;   33;-;    0;-;    0;-;    1;-;   13;-;   33;-;   25;-;    0;-;  324;-;  273;-;   51;-;    0;-;    0;-;    0;-;    5;-;   33;-;   22;-;    0;-
4508;5113;05;A;  40;220104; 2;u;02;  243;-;  301;-;   52;-;   66;-;  190;-;  167;-;   23;-;    0;-;    1;-;    2;-;   11;-;   39;-;   27;-;    0;-;  234;-;  184;-;   50;-;    0;-;    1;-;    0;-;   13;-;   53;-;   36;-;    0;-
4508;5113;05;A;  40;220104; 2;u;03;  173;-;  297;-;   56;-;   94;-;  116;-;   98;-;   18;-;    0;-;    1;-;    0;-;   18;-;   38;-;   27;-;    0;-;  199;-;  143;-;   56;-;    0;-;    3;-;    0;-;   17;-;   77;-;   51;-;    1;-
4508;5113;05;A;  40;220104; 2;u;04;  196;-;  345;-;   51;-;  101;-;  142;-;  123;-;   19;-;    0;-;    2;-;    0;-;   19;-;   32;-;   23;-;    1;-;  242;-;  200;-;   42;-;    0;-;    1;-;    1;-;   18;-;   82;-;   66;-;    1;-
4508;5113;05;A;  40;220104; 2;u;05;  453;-;  615;-;   96;-;  169;-;  354;-;  320;-;   34;-;    0;-;    3;-;    4;-;   36;-;   56;-;   45;-;    0;-;  443;-;  398;-;   44;-;    1;-;    3;-;    6;-;   48;-;  115;-;  100;-;    0;-
4508;5113;05;A;  40;220104; 2;u;06; 1555;-; 1816;-;  156;-;  254;-; 1393;-; 1263;-;  128;-;    2;-;    4;-;    3;-;   47;-;  106;-;   86;-;    2;-; 1556;-; 1433;-;  122;-;    1;-;    6;-;    2;-;   56;-;  196;-;  159;-;    0;-
4508;5113;05;A;  40;220104; 2;u;07; 2701;-; 3160;-;  201;-;  264;-; 2489;-; 2219;-;  266;-;    4;-;    9;-;    3;-;   75;-;  123;-;  108;-;    2;-; 2882;-; 2571;-;  310;-;    1;-;    7;-;    5;-;   82;-;  177;-;  151;-;    7;-
4508;5113;05;A;  40;220104; 2;u;08; 3384;-; 3510;-;  249;-;  259;-; 3125;-; 2788;-;  336;-;    1;-;    7;-;    3;-;   93;-;  153;-;  124;-;    3;-; 3239;-; 2878;-;  360;-;    1;-;   11;-;    1;-;   87;-;  171;-;  134;-;    1;-
4508;5113;05;A;  40;220104; 2;u;09; 2795;-; 3088;-;  235;-;  306;-; 2550;-; 2278;-;  272;-;    0;-;    8;-;    2;-;   79;-;  154;-;  132;-;    2;-; 2774;-; 2422;-;  350;-;    2;-;    6;-;    5;-;  117;-;  184;-;  161;-;    2;-
4508;5113;05;A;  40;220104; 2;u;10; 2514;-; 2745;-;  255;-;  309;-; 2243;-; 1931;-;  310;-;    2;-;   13;-;    3;-;   78;-;  174;-;  150;-;    3;-; 2426;-; 2127;-;  299;-;    0;-;    7;-;    1;-;   98;-;  210;-;  181;-;    3;-
4508;5113;05;A;  40;220104; 2;u;11; 2700;-; 2757;-;  304;-;  341;-; 2387;-; 2074;-;  309;-;    4;-;    7;-;    2;-;  111;-;  191;-;  159;-;    2;-; 2395;-; 2087;-;  305;-;    3;-;   19;-;    3;-;  113;-;  225;-;  191;-;    2;-
4508;5113;05;A;  40;220104; 2;u;12; 2847;-; 2932;-;  284;-;  337;-; 2542;-; 2163;-;  379;-;    0;-;   20;-;    1;-;   93;-;  190;-;  155;-;    1;-; 2576;-; 2223;-;  352;-;    1;-;   17;-;    0;-;  103;-;  234;-;  199;-;    2;-
4508;5113;05;A;  40;220104; 2;u;13; 3173;-; 3121;-;  317;-;  300;-; 2825;-; 2489;-;  335;-;    1;-;   28;-;    5;-;  101;-;  211;-;  181;-;    3;-; 2800;-; 2493;-;  306;-;    1;-;   19;-;    2;-;   96;-;  202;-;  172;-;    2;-
4508;5113;05;A;  40;220104; 2;u;14; 3264;-; 3231;-;  290;-;  262;-; 2947;-; 2632;-;  315;-;    0;-;   25;-;    1;-;   82;-;  207;-;  175;-;    2;-; 2952;-; 2605;-;  347;-;    0;-;   15;-;    1;-;   67;-;  194;-;  158;-;    2;-
4508;5113;05;A;  40;220104; 2;u;15; 3591;-; 3852;-;  238;-;  253;-; 3330;-; 2999;-;  330;-;    1;-;   17;-;    1;-;   75;-;  162;-;  131;-;    6;-; 3571;-; 3206;-;  363;-;    2;-;   24;-;    0;-;   69;-;  184;-;  151;-;    4;-
4508;5113;05;A;  40;220104; 2;u;16; 3994;-; 4230;-;  188;-;  215;-; 3773;-; 3392;-;  378;-;    3;-;   30;-;    2;-;   56;-;  130;-;  109;-;    3;-; 3990;-; 3584;-;  403;-;    3;-;   22;-;    5;-;   65;-;  145;-;  127;-;    3;-
4508;5113;05;A;  40;220104; 2;u;17; 4096;-; 4443;-;  148;-;  154;-; 3926;-; 3626;-;  299;-;    1;-;   19;-;    0;-;   35;-;  113;-;   90;-;    3;-; 4271;-; 3933;-;  334;-;    4;-;   15;-;    3;-;   37;-;  114;-;   90;-;    3;-
